word,visual_mean,visual_sd,visual_n,auditory_mean,auditory_sd,auditory_n,scale
nuage,84.417,17.864,24,14.708,29.411,24,0-100_VAS
nue,83.12,20.827,23,24.957,31.495,23,0-100_VAS
nuitée,60.966,31.909,28,32,31.984,28,0-100_VAS
nul,43.583,33.378,24,29.25,35.792,24,0-100_VAS
numéro,64.107,34.202,25,33.481,36.844,27,0-100_VAS
nylon,69.667,28.142,25,21.846,31.995,27,0-100_VAS
néant,56.04,38.933,24,25.44,34.28,25,0-100_VAS
nécessité,29.034,31.844,28,20.857,27.892,28,0-100_VAS
négatif,38.12,34.427,26,18.556,29.023,27,0-100_VAS
négation,36.643,31.916,28,37.889,33.912,28,0-100_VAS
négociation,34.095,35.127,24,48.381,39.85,24,0-100_VAS
oasis,82.321,19.836,28,35.966,30.668,28,0-100_VAS
objectif,43.273,35.58,24,20.429,27.373,24,0-100_VAS
objection,49.56,36.51,24,46.76,37.068,25,0-100_VAS
objectivité,31,32.891,24,22.87,32.009,24,0-100_VAS
objet,62.038,37.886,24,37.25,35.861,24,0-100_VAS
obligation,37.75,33.547,25,23.385,35.123,26,0-100_VAS
obscurcissement,61.095,38.049,24,7.571,20.22,24,0-100_VAS
obscurité,76.667,30.028,25,26.077,33.76,27,0-100_VAS
obscénité,44.893,34.115,28,42.414,36.665,28,0-100_VAS
observation,64.679,35.899,28,23.333,31.802,28,0-100_VAS
obsession,56.08,31.766,25,43.769,37.729,26,0-100_VAS
obstacle,70.071,30.058,25,38.556,37.532,27,0-100_VAS
obus,53.286,41.166,25,41.926,40.306,27,0-100_VAS
obéissance,51.846,32.203,24,34.84,34.387,25,0-100_VAS
occasion,38.346,37.351,25,22.846,31.526,26,0-100_VAS
octave,38.208,32.962,24,57.583,37.896,24,0-100_VAS
octet,44.583,39.838,23,41.318,38.656,23,0-100_VAS
octobre,68.478,34.879,24,27.227,37.593,24,0-100_VAS
octroi,27.435,32.1,23,15.261,21.922,23,0-100_VAS
océan,90.04,14.455,23,68.261,27.82,23,0-100_VAS
odeur,37.846,33.132,25,27.37,32.893,26,0-100_VAS
odorat,31.875,34.472,24,19.292,28.639,24,0-100_VAS
oedème,23.304,29.773,23,10.609,19.197,23,0-100_VAS
oeil,92.857,10.804,25,22.815,35.749,27,0-100_VAS
oestrogène,24.783,32.248,24,19.739,27.534,24,0-100_VAS
oeuf,93.714,9.985,25,37.778,36.812,27,0-100_VAS
offense,27.852,34.315,25,35.593,39.124,26,0-100_VAS
officier,68.087,25.651,23,29.043,37.023,23,0-100_VAS
oie,77.731,21.467,24,50.125,30.956,24,0-100_VAS
oignon,90.8,12.881,27,33.192,31.5,26,0-100_VAS
oiseau,91.417,15.85,24,74.88,32.18,25,0-100_VAS
olfaction,39.429,33.603,28,24.793,29.58,28,0-100_VAS
olive,85.913,21.172,23,9.957,22.737,23,0-100_VAS
olivier,75.444,24.999,27,14.538,29.315,26,0-100_VAS
ombrage,84.741,14.654,27,23.519,36.227,27,0-100_VAS
ombre,80.05,24.003,20,11.526,23.054,20,0-100_VAS
oncle,79.909,28.576,24,43.095,39.544,24,0-100_VAS
onctuosité,58.926,38.294,27,7.731,14.172,26,0-100_VAS
ongle,77.923,19.968,24,27,28.267,24,0-100_VAS
onguent,58.038,33.668,27,21.259,25.131,27,0-100_VAS
opercule,18.185,27.937,27,5.423,13.668,26,0-100_VAS
opinion,30.96,38.726,24,41.16,38.913,25,0-100_VAS
opportunité,39.621,32.556,28,31.143,29.837,28,0-100_VAS
opposition,56.071,34.381,27,53.519,36.879,27,0-100_VAS
optimisme,42.696,38.977,23,40.5,41.138,23,0-100_VAS
opéra,70.28,29.2,27,78.815,27.323,27,0-100_VAS
opérateur,44.612,35.813,24,28.56,34.918,25,0-100_VAS
or,91.458,10.701,23,12.625,25.423,23,0-100_VAS
orange,86.273,21.379,23,18.87,28.565,23,0-100_VAS
orchestre,69.286,26.095,28,81.821,27.047,28,0-100_VAS
ordinaire,51.87,32.464,24,14.913,21.53,24,0-100_VAS
ordinateur,83.731,16.004,27,57.704,35.207,27,0-100_VAS
ordonnance,65,32.113,27,31.148,34.616,27,0-100_VAS
ordre,62.435,35.114,24,38.739,39.48,24,0-100_VAS
ordure,86.769,16.508,27,20.37,30.225,27,0-100_VAS
oreiller,87.345,15.767,27,25,33.064,27,0-100_VAS
organisateur,56.524,38.97,24,21.048,25.093,24,0-100_VAS
organisation,61.478,33.1,24,25,31.366,24,0-100_VAS
organisme,51.84,35.488,24,22.32,31.881,25,0-100_VAS
orgue,67.2,27.445,20,80.4,25.151,20,0-100_VAS
orgueil,40.207,33.924,28,28.464,31.739,28,0-100_VAS
orientation,55.84,31.297,24,25.435,31.712,24,0-100_VAS
orifice,72.429,22.135,28,24.621,28.783,28,0-100_VAS
origine,43.708,34.635,24,25.28,32.821,25,0-100_VAS
ornement,81.036,19.367,27,27.111,32.454,27,0-100_VAS
ornithorynque,61.542,34.552,23,38.304,35.802,23,0-100_VAS
ornière,29.13,31.15,27,11.769,21.377,27,0-100_VAS
orteil,87.037,21.407,27,16.593,27.084,27,0-100_VAS
orthographe,60.364,35.387,24,23.381,30.281,24,0-100_VAS
ossature,71.154,17.713,27,20.222,28.219,27,0-100_VAS
osselet,64,28.223,28,23.966,26.336,28,0-100_VAS
otage,74.179,28.645,28,46.036,32.193,28,0-100_VAS
ouate,78.846,23.21,27,15.148,27.876,27,0-100_VAS
oubli,49.759,33.984,28,30.821,31.23,28,0-100_VAS
ouragan,80.958,18.045,23,53.875,31.889,23,0-100_VAS
ourlet,53.8,37.656,23,23.391,32.864,23,0-100_VAS
ourson,80.75,19.485,20,23.8,29.908,20,0-100_VAS
outil,86.667,17.914,25,59,31.534,26,0-100_VAS
ouverture,54.84,31.233,24,22.4,28.295,25,0-100_VAS
ouvrage,51.808,33.224,25,23.963,29.258,26,0-100_VAS
ovule,51.792,36.822,23,27.043,33.62,23,0-100_VAS
oxygénation,47.96,32.001,24,30.609,29.759,24,0-100_VAS
pacotille,28.208,37.922,25,13.731,25.343,26,0-100_VAS
page,83.75,24.893,20,33.35,36.445,20,0-100_VAS
paiement,67.923,27.195,25,40.68,37.547,26,0-100_VAS
paille,76.222,22.541,25,30.889,32.939,26,0-100_VAS
paillis,40.083,39.073,24,10.875,20.035,24,0-100_VAS
pain,90.6,14.036,24,18.56,27.885,25,0-100_VAS
palace,71.826,29.591,24,15.625,26.19,24,0-100_VAS
palais,82.56,22.428,24,22.435,30.446,24,0-100_VAS
palier,68.357,28.589,28,18.963,28.082,28,0-100_VAS
palissade,50.414,37.588,28,17.607,26.298,28,0-100_VAS
palme,69.565,37.783,24,25.348,31.672,24,0-100_VAS
palmier,87.217,15.021,23,20.417,29.594,23,0-100_VAS
panache,62,36.071,23,29.773,32.547,23,0-100_VAS
panda,81.542,22.733,23,28.391,39.252,23,0-100_VAS
panneau,81.87,22.56,25,20.692,30.158,27,0-100_VAS
panthère,76.52,23.756,25,53.481,35.054,27,0-100_VAS
pantoufle,91.125,3.423,24,27.217,31.445,24,0-100_VAS
paon,76.087,31.913,23,24.333,28.17,23,0-100_VAS
papa,82.583,23.929,24,64.833,33.107,24,0-100_VAS
pape,75.615,29.13,25,24.037,33.027,26,0-100_VAS
papillon,80.958,25.39,24,14.5,22.306,24,0-100_VAS
paquet,77.208,23.38,24,16.458,22.057,25,0-100_VAS
parachute,82.375,18.992,25,33.769,31.586,27,0-100_VAS
parade,74.72,28.48,24,59.042,36.359,24,0-100_VAS
paradoxe,24.708,30.077,24,26.125,36.542,24,0-100_VAS
paragraphe,63.692,33.237,24,17.292,28.782,24,0-100_VAS
paramètre,42,35.018,25,18.704,30.216,26,0-100_VAS
parapluie,86.48,16.109,24,46.261,34.287,24,0-100_VAS
parasite,52.75,34.258,24,20.5,33.599,24,0-100_VAS
parasol,90.391,14.838,24,24.458,31.959,24,0-100_VAS
paratonnerre,61.25,34.018,24,30.292,35.612,24,0-100_VAS
parc,83,19.916,23,56.217,28.816,23,0-100_VAS
parcours,58.667,37.196,24,21.52,27.964,25,0-100_VAS
pardon,44.08,37.498,25,48.778,39.445,27,0-100_VAS
pare-chocs,76.609,20.127,23,37.696,33.065,23,0-100_VAS
pareil,49.962,36.025,25,19.259,25.107,27,0-100_VAS
parenthèse,71.885,31.92,25,16.889,28.846,27,0-100_VAS
parenté,55.875,35.581,24,27.208,32.642,24,0-100_VAS
paresse,56.103,31.855,28,28.893,29.679,28,0-100_VAS
paresseux,68.44,29.642,24,26.48,26.126,25,0-100_VAS
parfum,63.783,24.264,23,22.522,24.622,23,0-100_VAS
pari,47.917,33.275,23,41.273,38.4,23,0-100_VAS
parlement,78.276,21.319,28,37.679,34.545,28,0-100_VAS
parloir,48.586,33.133,28,32.286,34.367,28,0-100_VAS
parodie,62.84,32.566,23,47.783,36.259,23,0-100_VAS
paroi,61.652,32.295,24,22.652,31.077,24,0-100_VAS
partage,60.625,35.945,24,39.292,37.787,24,0-100_VAS
partenaire,72.593,30.606,25,32.926,34.727,26,0-100_VAS
partenariat,51.286,37.2,24,21.8,25.955,24,0-100_VAS
parterre,74.727,23.041,23,21.708,30.435,23,0-100_VAS
parti,45.808,33.743,25,24.148,36.442,27,0-100_VAS
participant,59.25,29.248,25,31.321,30.954,27,0-100_VAS
participation,41.375,34.348,24,34.083,33.276,24,0-100_VAS
participe,44.091,39.1,23,30.957,35.203,23,0-100_VAS
partie,48.8,35.01,24,21.25,27.215,24,0-100_VAS
passage,68.931,22.094,25,25.741,27.242,27,0-100_VAS
passager,64,30.136,25,24.889,30.195,26,0-100_VAS
passant,72.357,22.796,25,32.148,31.131,27,0-100_VAS
passeport,81.966,18.074,25,25.519,32.914,27,0-100_VAS
passion,65.214,37.338,28,51.321,39.549,28,0-100_VAS
passoire,75.625,26.276,25,17.077,28.168,27,0-100_VAS
pastille,75.391,28.786,24,27.667,34.461,24,0-100_VAS
pastèque,77.192,28.534,24,23.4,32.813,25,0-100_VAS
patate,84.16,18.645,24,17.875,26.911,24,0-100_VAS
patience,41.565,38.407,23,37.609,42.277,23,0-100_VAS
patient,70.292,25.361,23,34.87,38.627,23,0-100_VAS
patin,88.259,20.512,28,51.593,34.439,28,0-100_VAS
patinage,76.793,24.03,28,49.37,34.748,28,0-100_VAS
patrie,38,34.273,25,24.538,28.917,26,0-100_VAS
patrimoine,63.56,37.335,24,40.348,41.002,24,0-100_VAS
patron,69.917,30.101,24,40.227,33.312,24,0-100_VAS
patrouille,73.962,16.917,25,42.148,36.149,26,0-100_VAS
patte,84.207,15.326,25,30.115,30.592,27,0-100_VAS
paume,81.269,18.928,25,19.846,31.988,27,0-100_VAS
paupière,78.24,26.453,25,12.667,24.192,27,0-100_VAS
pavillon,65.885,26.162,24,21.042,24.606,24,0-100_VAS
paysan,68.864,24.298,24,29.682,30.348,24,0-100_VAS
peigne,75.174,30.724,23,24.826,34.609,23,0-100_VAS
peine,64.083,36.346,24,56.5,39.376,24,0-100_VAS
peintre,82.345,22.38,28,31.321,32.449,28,0-100_VAS
pelage,63.357,35.5,25,10.154,19.919,26,0-100_VAS
pelle,81.077,22.569,25,35.111,32.309,26,0-100_VAS
pelote,62.414,36.165,28,18.929,26.637,28,0-100_VAS
peloton,52.92,33.667,24,23.32,30.392,25,0-100_VAS
pelouse,83.8,16.055,20,15.15,25.765,20,0-100_VAS
pelure,80.923,15.651,25,17.852,27.108,27,0-100_VAS
pelvis,43.043,35.552,23,12.957,22.671,23,0-100_VAS
penchant,44.107,31.817,28,21.107,29.738,28,0-100_VAS
pendentif,74.95,21.598,20,12.9,22.238,20,0-100_VAS
pendule,80.786,19.802,25,66.37,34.406,27,0-100_VAS
pension,31.16,29.497,24,28.875,30.21,24,0-100_VAS
pensionnat,57.318,35.104,24,26,29.047,24,0-100_VAS
perception,45.833,35.681,24,35.04,33.981,25,0-100_VAS
perchoir,72.65,28.825,24,16.048,22.644,24,0-100_VAS
perdrix,63.276,36.54,28,43.821,36.912,28,0-100_VAS
perfection,50,33.667,25,28.519,32.207,27,0-100_VAS
performance,60.5,34.887,24,41.167,37.276,24,0-100_VAS
perfusion,49.308,33.546,24,18.08,21.219,25,0-100_VAS
permanence,33.769,33.989,25,25.333,33.976,27,0-100_VAS
permis,65.08,29.072,24,24.28,28.881,25,0-100_VAS
permission,52,34.689,28,41.966,36.738,28,0-100_VAS
perron,65.074,34.943,25,16.407,25.584,26,0-100_VAS
perroquet,90,13.627,24,83,23.931,24,0-100_VAS
perruche,70.826,29.398,23,66.478,35.427,23,0-100_VAS
perruque,77.125,25.814,25,15.148,26.039,27,0-100_VAS
persil,83.69,15.691,25,21,27.529,27,0-100_VAS
personnalité,50.692,36.399,25,33.269,38.936,27,0-100_VAS
personne,84.375,21.705,25,39.792,34.387,26,0-100_VAS
perspective,46.179,35.548,28,27.31,32.443,28,0-100_VAS
peste,54.5,31.823,28,37.393,34.116,28,0-100_VAS
petit,74.72,28.566,25,30.815,42.523,27,0-100_VAS
phalange,58.786,37.335,25,26.63,30.33,27,0-100_VAS
phantasme,57.577,37.25,25,41.538,40.693,26,0-100_VAS
philatélie,14.84,30.297,25,7.038,18.922,26,0-100_VAS
phobie,60.083,37.14,25,44,39.858,26,0-100_VAS
photo,91.375,13.676,24,28.6,33.781,25,0-100_VAS
photographie,86.808,22.642,25,33.593,34.194,27,0-100_VAS
pianiste,78.5,24.881,24,82.833,23.929,24,0-100_VAS
piano,87.32,23.135,25,91.654,22.781,26,0-100_VAS
pichet,79.217,27.119,24,20.913,30.736,24,0-100_VAS
pied,85.542,15.174,24,19.375,26.567,24,0-100_VAS
pierre,82.448,22.834,28,25.679,29.469,28,0-100_VAS
pif,43.185,36.914,25,7.923,13.908,26,0-100_VAS
pige,45.5,36.731,24,17.083,26.266,24,0-100_VAS
pignon,61.852,31.66,28,16.692,24.796,28,0-100_VAS
pilier,67.3,26.503,20,14.7,22.532,20,0-100_VAS
pillage,39.179,38.067,25,23.577,34.407,26,0-100_VAS
pilon,58.038,32.793,25,28.593,27.835,27,0-100_VAS
pilote,74.158,24.123,20,44.25,35.034,20,0-100_VAS
pilule,79.846,22.344,28,35.414,33.431,28,0-100_VAS
piment,82.16,25.971,24,27.348,32.051,24,0-100_VAS
pin,75.48,29.098,25,18,23.866,26,0-100_VAS
pinceau,88.917,21.303,23,28.125,33.326,23,0-100_VAS
pincée,63.556,32.854,25,5.808,10.044,26,0-100_VAS
ping-pong,85.731,18.833,25,78.462,28.469,26,0-100_VAS
pingouin,90.607,11.948,25,34.038,33.902,26,0-100_VAS
pinson,48.24,36.821,25,50,41.592,27,0-100_VAS
pinte,83.5,16.59,25,28.48,31.094,26,0-100_VAS
piolet,18.208,32.937,25,9.269,22.115,26,0-100_VAS
pion,80.56,21.616,25,25.63,31.353,27,0-100_VAS
pipe,85.16,21.035,24,24.44,31.468,25,0-100_VAS
piquant,59.84,27.348,25,17.077,26.577,26,0-100_VAS
piquet,72.207,32.402,28,25.714,29.879,28,0-100_VAS
piqûre,81.708,22.462,25,49.308,35.23,26,0-100_VAS
piratage,50.483,34.178,28,26.071,30.538,28,0-100_VAS
pirate,77.35,20.247,20,50.2,37.327,20,0-100_VAS
pirouette,74.077,21.262,24,37.48,38.152,25,0-100_VAS
pissenlit,84,25.204,24,7.167,13.761,24,0-100_VAS
pistolet,78.7,17.327,20,72.05,22.694,20,0-100_VAS
piston,57.321,29.17,28,29.621,29.919,28,0-100_VAS
pitié,55.44,37.642,23,44.87,37.427,23,0-100_VAS
pizza,85.208,18.958,25,18.462,31.449,27,0-100_VAS
pizzeria,76.48,28.07,25,31.963,32.767,27,0-100_VAS
piège,77.034,18.51,28,30.679,29.609,28,0-100_VAS
piété,33.231,36.305,25,27.12,33.946,26,0-100_VAS
place,58.6,38.902,25,17.423,31.213,26,0-100_VAS
placement,38.148,35.188,25,20.385,27.513,26,0-100_VAS
plagiat,43.913,37.345,24,25.583,34.433,24,0-100_VAS
plaine,80.045,25.604,24,26.333,34.207,24,0-100_VAS
plaisanterie,56.238,42.403,24,44.75,42.77,24,0-100_VAS
planification,49.833,38.716,24,29.174,35.868,24,0-100_VAS
plaque,75.071,25.192,28,18.926,28.665,28,0-100_VAS
plaquette,52.038,25.244,24,20.667,27.479,24,0-100_VAS
plastique,71.136,29.464,24,19.955,25.303,24,0-100_VAS
platane,29.321,33.379,28,10.893,21.791,28,0-100_VAS
pleur,77.087,28.871,23,69.522,36.106,23,0-100_VAS
pleurs,70.423,30.245,25,71.037,30.527,27,0-100_VAS
plomb,47.913,31.575,23,13.217,19.074,23,0-100_VAS
plongeon,78.893,26.602,25,55.778,33.306,27,0-100_VAS
plongeur,74.3,22.474,20,45.95,30.32,20,0-100_VAS
pluie,88.071,14.244,25,83.852,20.333,27,0-100_VAS
plumage,79.786,23.78,25,12.462,27.947,26,0-100_VAS
plume,92.269,9.04,24,22.792,29.068,24,0-100_VAS
pluriel,44.125,34.192,24,25.04,31.737,25,0-100_VAS
plénitude,29.333,38.409,24,15.542,29.599,24,0-100_VAS
pochette,79.44,24.644,24,21.16,27.947,25,0-100_VAS
poignard,70.227,30.745,23,18.609,26.515,23,0-100_VAS
poignée,78.679,17.252,25,29.269,29.86,27,0-100_VAS
poing,76.269,23.422,25,32.346,33.226,27,0-100_VAS
pointage,58.08,33.67,24,38.08,36.476,25,0-100_VAS
pointe,70.52,34.67,25,8.846,22.43,26,0-100_VAS
pointure,63.348,29.992,23,22.583,29.004,23,0-100_VAS
poinçon,67.393,25.341,25,54.926,32.627,27,0-100_VAS
poire,86.64,15.748,24,16,20.03,24,0-100_VAS
poireau,79.407,18.007,28,25.207,26.731,28,0-100_VAS
poison,50,37.903,24,12.375,21.153,24,0-100_VAS
poisson,82.414,23.248,28,29.179,32.902,28,0-100_VAS
poitrine,79.379,20.489,25,22.593,27.712,27,0-100_VAS
poivre,74.652,27.344,23,33.25,36.018,23,0-100_VAS
poivron,82.609,25.326,24,30.913,35.12,24,0-100_VAS
polissage,59.667,32.322,26,34.615,32.228,26,0-100_VAS
polisseuse,48.037,30.689,26,38.259,33.754,27,0-100_VAS
politesse,50.519,34.818,28,59.655,35.615,28,0-100_VAS
politique,55.043,30.088,23,52.087,34.545,23,0-100_VAS
pollen,72.429,25.327,28,20.103,29.919,28,0-100_VAS
pollution,76.96,27.823,23,46.957,34.795,23,0-100_VAS
polyvalence,26.958,36.542,24,23.56,31.733,25,0-100_VAS
pomme,89.417,14.031,23,48.739,37.141,23,0-100_VAS
pomme de terre,87.292,15.641,23,21.917,31.078,23,0-100_VAS
pommette,73.143,30.103,26,26.615,33.893,27,0-100_VAS
pompon,74.435,30.172,24,27.696,35.065,24,0-100_VAS
poney,85.417,19.339,26,47.846,37.196,27,0-100_VAS
pont-levis,64.48,32.043,24,30.375,30.225,24,0-100_VAS
population,74.654,30.019,26,48.192,35.124,26,0-100_VAS
porc,82.32,26.636,26,65.296,33.824,27,0-100_VAS
porche,69.643,21.33,26,38.852,34.036,27,0-100_VAS
portail,56.52,32.5,24,31.375,31.767,24,0-100_VAS
porte,85.348,22.675,24,49.826,41.91,24,0-100_VAS
porteur,52.5,29.34,23,11.739,19.726,23,0-100_VAS
portier,69.571,26.377,26,28.185,28.267,27,0-100_VAS
portion,56.783,38.736,26,16.462,26.198,26,0-100_VAS
portrait,80.04,24.044,24,13.083,21.903,25,0-100_VAS
portée,48.565,38.873,23,24.435,31.047,23,0-100_VAS
pose,52.72,31.238,26,19.259,29.452,27,0-100_VAS
position,56.75,37.719,24,16.917,26.216,24,0-100_VAS
possibilité,43,38.772,23,38.783,36.282,23,0-100_VAS
possible,36.667,37.474,26,21.385,30.449,26,0-100_VAS
poste,65.111,27.926,28,27.241,27.323,28,0-100_VAS
potage,86.56,17.022,26,23.24,29.006,26,0-100_VAS
potager,83.069,20.669,28,18.741,25.724,28,0-100_VAS
poterie,80.52,25.063,24,30.76,32.482,25,0-100_VAS
potin,40.44,37.441,26,51.5,39.597,26,0-100_VAS
potiron,50.72,36.327,26,18.231,25.582,26,0-100_VAS
pou,62.2,29.889,26,30.48,34.319,26,0-100_VAS
pouding,75.625,25.36,23,28.727,36.387,23,0-100_VAS
poudre,79.571,27.672,24,7.905,19.063,24,0-100_VAS
pouf,74.4,23.011,24,29.542,34.927,24,0-100_VAS
poulailler,76.5,22.891,24,65.333,34.215,24,0-100_VAS
poulain,77.276,26.376,26,46.214,36.098,27,0-100_VAS
poule,89.5,13.895,26,80.963,24.516,27,0-100_VAS
poulet,92.667,11.891,25,55.963,40.124,27,0-100_VAS
poulie,74.96,22.999,25,53.52,31.22,26,0-100_VAS
poulpe,58.72,39.743,25,17.84,29.47,26,0-100_VAS
poumon,87.217,15.118,24,43.043,38.534,24,0-100_VAS
poupon,83.517,25.622,28,70.214,31.824,28,0-100_VAS
pourboire,73.286,32.379,24,32.476,34.295,24,0-100_VAS
pourcentage,59.12,35.375,25,5.385,13.963,26,0-100_VAS
poursuite,65.52,34.651,25,46.654,40.855,26,0-100_VAS
poussette,84.292,20.712,24,44.708,40.33,24,0-100_VAS
poussin,76.636,25.479,24,64.125,32.174,24,0-100_VAS
poussée,54.375,33.558,24,29.875,35.73,24,0-100_VAS
poutre,71.375,23.174,25,17.192,21.591,27,0-100_VAS
pouvoir,68.083,27.022,25,42.76,39.913,26,0-100_VAS
poésie,62.417,37.321,25,59.346,38.941,27,0-100_VAS
prairie,78.286,27.705,25,36.923,35.407,26,0-100_VAS
praline,58.24,35.251,25,19.407,29.039,27,0-100_VAS
premier,58.5,35.71,24,28.292,36.589,24,0-100_VAS
pressentiment,26.4,32.55,25,22.885,35.649,26,0-100_VAS
pression,59.458,34.103,24,38.625,38.664,24,0-100_VAS
prestation,48.286,41.321,24,38.9,41.827,24,0-100_VAS
prestige,58.857,32.373,28,28.448,28.833,28,0-100_VAS
preuve,52.727,34.774,24,32.048,33.831,24,0-100_VAS
princesse,81.04,24.667,25,29.222,32.884,27,0-100_VAS
principe,24.24,29.227,24,22.32,31.094,25,0-100_VAS
priorité,48.44,32.241,24,33.5,36.611,24,0-100_VAS
privilège,44.583,31.809,24,27.696,33.648,24,0-100_VAS
prix,63.208,36.341,24,25.083,26.965,24,0-100_VAS
prière,63.034,27.243,25,66.962,33.892,26,0-100_VAS
probabilité,43.12,33.783,24,21.48,32.205,25,0-100_VAS
procession,44.565,37.578,24,27.87,32.717,24,0-100_VAS
processus,38.5,30.808,24,23.542,29.885,24,0-100_VAS
procréation,60.103,31.724,28,46.714,36.762,28,0-100_VAS
procureur,46.053,29.656,20,34.45,37.833,20,0-100_VAS
procès,64.207,30.617,27,47.963,32.085,27,0-100_VAS
procédure,34.955,32.637,23,33.261,38.311,23,0-100_VAS
procédé,39.32,39.457,24,21.708,27.926,24,0-100_VAS
producteur,66.636,29.524,24,24.238,32.906,24,0-100_VAS
production,48.8,35.868,27,32.63,36.713,27,0-100_VAS
produit,67.103,29.57,28,21.357,29.445,28,0-100_VAS
professeur,78.536,23.843,27,66.37,37.021,27,0-100_VAS
professeure,78.448,25.527,27,58.25,37.231,27,0-100_VAS
profil,62.88,27.863,24,8.75,15.968,25,0-100_VAS
programmation,51.923,28.418,27,21.192,26.53,27,0-100_VAS
progression,49.731,37.569,27,31.148,37.206,27,0-100_VAS
progrès,41.56,41.412,24,33.25,38.084,24,0-100_VAS
projectile,66.615,29.949,27,50.154,35.003,27,0-100_VAS
projection,75.955,28.562,23,43.875,35.434,23,0-100_VAS
promesse,47.607,38.977,27,53.259,40.249,27,0-100_VAS
promotion,57.667,36.625,24,30.76,34.751,25,0-100_VAS
pronom,41.091,36.357,24,33.429,34.939,24,0-100_VAS
propagande,49.913,33.329,23,44.826,39.686,23,0-100_VAS
prophète,55.217,32.163,23,32.708,31.226,23,0-100_VAS
proportion,63.36,30.569,27,17.037,25.297,27,0-100_VAS
propos,27.368,29.029,20,48.55,38.985,20,0-100_VAS
proposition,45.818,32.522,24,36.333,36.579,24,0-100_VAS
propre,77.435,31.912,27,25.346,32.685,27,0-100_VAS
propriétaire,58.818,35.417,23,28.417,34.737,23,0-100_VAS
propulseur,44.25,33.759,24,49.32,34.333,25,0-100_VAS
protestation,59.905,38.416,24,49.429,37.367,24,0-100_VAS
protocole,40.348,35.522,24,28.652,34.677,24,0-100_VAS
prototype,63.692,20.464,27,31.5,35.586,26,0-100_VAS
proverbe,35.88,32.116,27,51.333,35.93,27,0-100_VAS
province,57.852,36.826,27,17.462,25.549,26,0-100_VAS
provision,69.368,29.781,24,12.75,19.314,24,0-100_VAS
proximité,60.833,39.42,27,15.731,27.364,26,0-100_VAS
prude,40.643,35.446,27,24.615,30.908,27,0-100_VAS
prudence,32.12,28.754,27,29.37,28.696,27,0-100_VAS
prune,78.923,23.683,27,24.481,33.898,26,0-100_VAS
pruneau,77.13,25.904,24,19.708,27.331,24,0-100_VAS
prunier,68.154,26.22,27,22.185,31.747,27,0-100_VAS
préavis,34.28,35.639,24,28.68,32.819,25,0-100_VAS
précaution,46.885,34.367,25,35.538,35.148,26,0-100_VAS
précepte,20.652,30.485,23,15.917,28.298,23,0-100_VAS
précipité,51,38.614,24,22.304,31.436,24,0-100_VAS
précis,38,37.14,25,32.741,39.364,27,0-100_VAS
précision,50.44,33.903,24,23.04,31.092,25,0-100_VAS
prédicat,14.625,29.398,24,5.958,15.499,24,0-100_VAS
prédiction,39.12,36.74,24,36.625,39.508,24,0-100_VAS
préface,54.464,31.283,28,20.586,27.318,28,0-100_VAS
préfet,30.36,34.104,24,19.609,32.147,24,0-100_VAS
préférence,32.25,33.76,24,34.5,35.956,24,0-100_VAS
préjugé,46.273,38.849,24,37.762,37.031,24,0-100_VAS
prélude,28.783,33.231,23,25.348,33.353,23,0-100_VAS
prémisse,36.321,34.321,28,26.519,30.813,28,0-100_VAS
prénommé,15.25,22.975,24,21.333,31.083,24,0-100_VAS
préoccupation,46.682,32.922,24,28,32.782,24,0-100_VAS
préparation,54.35,34.491,20,31.2,33.051,20,0-100_VAS
préposition,38.042,33.168,25,22.292,29.739,26,0-100_VAS
présent,36.96,32.323,24,21.24,25.931,25,0-100_VAS
présentation,77.2,23.661,23,57.25,31.197,23,0-100_VAS
présentoir,70.545,29.494,23,19.261,28.739,23,0-100_VAS
président,69.5,29.268,24,23.417,31.932,25,0-100_VAS
prétention,45.345,36.036,28,34.679,35.16,28,0-100_VAS
prétexte,22.9,27.294,20,44.75,39.647,20,0-100_VAS
prévention,36,35.856,25,21.077,29.293,26,0-100_VAS
puberté,69.292,22.926,23,42.783,35.736,23,0-100_VAS
publication,69.793,28.092,28,21.607,29.634,28,0-100_VAS
pudeur,53.962,32.246,27,33.385,33.657,26,0-100_VAS
puissance,61.12,30.364,24,38.087,34.037,24,0-100_VAS
puits,76.125,23.514,24,24.76,29.023,25,0-100_VAS
pull-over,66.64,31.826,24,12.88,24.313,25,0-100_VAS
pulsion,34.042,30.591,24,32.52,32.798,25,0-100_VAS
